timestamp,device_name,device_type,rated_power,power,hour,dow,is_legal_spike,is_anomaly,anomaly_type
2026-01-02T00:00:00,Кондиционер,Климат,3.5,0.6535986477120422,0,1,0,0,normal
2026-01-02T01:00:00,Кондиционер,Климат,3.5,0.6880135928635752,1,1,0,0,normal
2026-01-02T02:00:00,Кондиционер,Климат,3.5,0.8546234497210791,2,1,0,0,normal
2026-01-02T03:00:00,Кондиционер,Климат,3.5,0.8252075510594035,3,1,0,0,normal
2026-01-02T04:00:00,Кондиционер,Климат,3.5,1.033026394591929,4,1,0,0,normal
2026-01-02T05:00:00,Кондиционер,Климат,3.5,1.2089493570036114,5,1,0,0,normal
2026-01-02T06:00:00,Кондиционер,Климат,3.5,1.9312587420300997,6,1,0,0,normal
2026-01-02T07:00:00,Кондиционер,Климат,3.5,1.7273040691123391,7,1,0,0,normal
2026-01-02T08:00:00,Кондиционер,Климат,3.5,1.873098216183533,8,1,0,0,normal
2026-01-02T09:00:00,Кондиционер,Климат,3.5,1.642237042556537,9,1,0,0,normal
2026-01-02T10:00:00,Кондиционер,Климат,3.5,1.7726397945101022,10,1,0,0,normal
2026-01-02T11:00:00,Кондиционер,Климат,3.5,2.058497597064586,11,1,0,0,normal
2026-01-02T12:00:00,Кондиционер,Климат,3.5,2.3364686215034114,12,1,0,0,normal
2026-01-02T13:00:00,Кондиционер,Климат,3.5,2.698495402252448,13,1,0,0,normal
2026-01-02T14:00:00,Кондиционер,Климат,3.5,3.0636344477816086,14,1,0,0,normal
2026-01-02T15:00:00,Кондиционер,Климат,3.5,3.5411600720001366,15,1,0,0,normal
2026-01-02T16:00:00,Кондиционер,Климат,3.5,3.5763917650375148,16,1,0,0,normal
2026-01-02T17:00:00,Кондиционер,Климат,3.5,3.1762113287569225,17,1,0,0,normal
2026-01-02T18:00:00,Кондиционер,Климат,3.5,2.381229700145188,18,1,0,0,normal
2026-01-02T19:00:00,Кондиционер,Климат,3.5,2.046439396535568,19,1,0,0,normal
2026-01-02T20:00:00,Кондиционер,Климат,3.5,1.6685401757327223,20,1,0,0,normal
2026-01-02T21:00:00,Кондиционер,Климат,3.5,1.3352975623245795,21,1,0,0,normal
2026-01-02T22:00:00,Кондиционер,Климат,3.5,1.3179266650815904,22,1,0,0,normal
2026-01-02T23:00:00,Кондиционер,Климат,3.5,0.9840925117414012,23,1,0,0,normal
2026-01-03T00:00:00,Кондиционер,Климат,3.5,0.9024116529152366,0,2,0,0,normal
2026-01-03T01:00:00,Кондиционер,Климат,3.5,0.7536770796370045,1,2,0,0,normal
2026-01-03T02:00:00,Кондиционер,Климат,3.5,0.8132809076972796,2,2,0,0,normal
2026-01-03T03:00:00,Кондиционер,Климат,3.5,0.8928148373182704,3,2,0,0,normal
2026-01-03T04:00:00,Кондиционер,Климат,3.5,0.6212656759105114,4,2,0,0,normal
2026-01-03T05:00:00,Кондиционер,Климат,3.5,1.062582720898332,5,2,0,0,normal
2026-01-03T06:00:00,Кондиционер,Климат,3.5,1.3704430890912114,6,2,0,0,normal
2026-01-03T07:00:00,Кондиционер,Климат,3.5,1.7051453511157435,7,2,0,0,normal
2026-01-03T08:00:00,Кондиционер,Климат,3.5,1.9485559306195546,8,2,0,0,normal
2026-01-03T09:00:00,Кондиционер,Климат,3.5,2.1487582713671096,9,2,0,0,normal
2026-01-03T10:00:00,Кондиционер,Климат,3.5,1.4661832117777294,10,2,0,0,normal
2026-01-03T11:00:00,Кондиционер,Климат,3.5,2.0371179856798696,11,2,0,0,normal
2026-01-03T12:00:00,Кондиционер,Климат,3.5,2.022825757251936,12,2,0,0,normal
2026-01-03T13:00:00,Кондиционер,Климат,3.5,2.8044117590664706,13,2,0,0,normal
2026-01-03T14:00:00,Кондиционер,Климат,3.5,3.2709317620114864,14,2,0,0,normal
2026-01-03T15:00:00,Кондиционер,Климат,3.5,3.5553134965148008,15,2,0,0,normal
2026-01-03T16:00:00,Кондиционер,Климат,3.5,3.588669010596021,16,2,0,0,normal
2026-01-03T17:00:00,Кондиционер,Климат,3.5,3.257601414937375,17,2,0,0,normal
2026-01-03T18:00:00,Кондиционер,Климат,3.5,2.477081487732601,18,2,0,0,normal
2026-01-03T19:00:00,Кондиционер,Климат,3.5,1.9097016545119603,19,2,0,0,normal
2026-01-03T20:00:00,Кондиционер,Климат,3.5,1.8503753798361133,20,2,0,0,normal
2026-01-03T21:00:00,Кондиционер,Климат,3.5,1.26947487877203,21,2,0,0,normal
2026-01-03T22:00:00,Кондиционер,Климат,3.5,0.8504763655803065,22,2,0,0,normal
2026-01-03T23:00:00,Кондиционер,Климат,3.5,0.7106304847166154,23,2,0,0,normal
2026-01-04T00:00:00,Кондиционер,Климат,3.5,0.5710327301923007,0,3,0,0,normal
2026-01-04T01:00:00,Кондиционер,Климат,3.5,0.8662910863025793,1,3,0,0,normal
2026-01-04T02:00:00,Кондиционер,Климат,3.5,0.8033217595664381,2,3,0,0,normal
2026-01-04T03:00:00,Кондиционер,Климат,3.5,0.9150600565621714,3,3,0,0,normal
2026-01-04T04:00:00,Кондиционер,Климат,3.5,0.8531761684301881,4,3,0,0,normal
2026-01-04T05:00:00,Кондиционер,Климат,3.5,1.1729067804782485,5,3,0,0,normal
2026-01-04T06:00:00,Кондиционер,Климат,3.5,1.5910189235266747,6,3,0,0,normal
2026-01-04T07:00:00,Кондиционер,Климат,3.5,1.7590612812113695,7,3,0,0,normal
2026-01-04T08:00:00,Кондиционер,Климат,3.5,2.105296820458513,8,3,0,0,normal
2026-01-04T09:00:00,Кондиционер,Климат,3.5,1.6950165408313662,9,3,0,0,normal
2026-01-04T10:00:00,Кондиционер,Климат,3.5,1.581741419988617,10,3,0,0,normal
2026-01-04T11:00:00,Кондиционер,Климат,3.5,1.7443739010160155,11,3,0,0,normal
2026-01-04T12:00:00,Кондиционер,Климат,3.5,2.1125133429217042,12,3,0,0,normal
2026-01-04T13:00:00,Кондиционер,Климат,3.5,3.013568176998766,13,3,0,0,normal
2026-01-04T14:00:00,Кондиционер,Климат,3.5,3.2010424869750045,14,3,0,0,normal
2026-01-04T15:00:00,Кондиционер,Климат,3.5,3.478022808040653,15,3,0,0,normal
2026-01-04T16:00:00,Кондиционер,Климат,3.5,3.5569520187701307,16,3,0,0,normal
2026-01-04T17:00:00,Кондиционер,Климат,3.5,3.192292976012544,17,3,0,0,normal
2026-01-04T18:00:00,Кондиционер,Климат,3.5,2.6940000218763847,18,3,0,0,normal
2026-01-04T19:00:00,Кондиционер,Климат,3.5,1.9841453307468437,19,3,0,0,normal
2026-01-04T20:00:00,Кондиционер,Климат,3.5,1.5741154954390855,20,3,0,0,normal
2026-01-04T21:00:00,Кондиционер,Климат,3.5,1.280453081721328,21,3,0,0,normal
2026-01-04T22:00:00,Кондиционер,Климат,3.5,0.7641930764282165,22,3,0,0,normal
2026-01-04T23:00:00,Кондиционер,Климат,3.5,0.6210007901959484,23,3,0,0,normal
2026-01-05T00:00:00,Кондиционер,Климат,3.5,0.47693391042025984,0,4,0,0,normal
2026-01-05T01:00:00,Кондиционер,Климат,3.5,0.5565724083943768,1,4,0,0,normal
2026-01-05T02:00:00,Кондиционер,Климат,3.5,0.8602384635740992,2,4,0,0,normal
2026-01-05T03:00:00,Кондиционер,Климат,3.5,0.5793962182686091,3,4,0,0,normal
2026-01-05T04:00:00,Кондиционер,Климат,3.5,0.8552697599167463,4,4,0,0,normal
2026-01-05T05:00:00,Кондиционер,Климат,3.5,1.4197053449237902,5,4,0,0,normal
2026-01-05T06:00:00,Кондиционер,Климат,3.5,1.405439547249006,6,4,0,0,normal
2026-01-05T07:00:00,Кондиционер,Климат,3.5,2.016558486379342,7,4,0,0,normal
2026-01-05T08:00:00,Кондиционер,Климат,3.5,1.829465048542927,8,4,0,0,normal
2026-01-05T09:00:00,Кондиционер,Климат,3.5,1.7931245373247169,9,4,0,0,normal
2026-01-05T10:00:00,Кондиционер,Климат,3.5,1.463495612967574,10,4,0,0,normal
2026-01-05T11:00:00,Кондиционер,Климат,3.5,1.7830043439412364,11,4,0,0,normal
2026-01-05T12:00:00,Кондиционер,Климат,3.5,2.581349766216379,12,4,0,0,normal
2026-01-05T13:00:00,Кондиционер,Климат,3.5,2.5595528119806175,13,4,0,0,normal
2026-01-05T14:00:00,Кондиционер,Климат,3.5,3.405352029436945,14,4,0,0,normal
2026-01-05T15:00:00,Кондиционер,Климат,3.5,3.538443375798479,15,4,0,0,normal
2026-01-05T16:00:00,Кондиционер,Климат,3.5,3.3462173262953634,16,4,0,0,normal
2026-01-05T17:00:00,Кондиционер,Климат,3.5,2.812269675437073,17,4,0,0,normal
2026-01-05T18:00:00,Кондиционер,Климат,3.5,2.6125657401316373,18,4,0,0,normal
2026-01-05T19:00:00,Кондиционер,Климат,3.5,1.9418650979141223,19,4,0,0,normal
2026-01-05T20:00:00,Кондиционер,Климат,3.5,1.7135294345606806,20,4,0,0,normal
2026-01-05T21:00:00,Кондиционер,Климат,3.5,1.3103267785438317,21,4,0,0,normal
2026-01-05T22:00:00,Кондиционер,Климат,3.5,1.4972499498380587,22,4,0,0,normal
2026-01-05T23:00:00,Кондиционер,Климат,3.5,0.891754137860039,23,4,0,0,normal
2026-01-06T00:00:00,Кондиционер,Климат,3.5,0.6470018984423525,0,5,0,0,normal
2026-01-06T01:00:00,Кондиционер,Климат,3.5,0.9165382463439838,1,5,0,0,normal
2026-01-06T02:00:00,Кондиционер,Климат,3.5,0.9349247258213759,2,5,0,0,normal
2026-01-06T03:00:00,Кондиционер,Климат,3.5,1.1768097909513515,3,5,0,1,contextual
2026-01-06T04:00:00,Кондиционер,Климат,3.5,1.2656042217320846,4,5,0,1,contextual
2026-01-06T05:00:00,Кондиционер,Климат,3.5,1.3698001812744929,5,5,0,1,contextual
2026-01-06T06:00:00,Кондиционер,Климат,3.5,2.025800197775861,6,5,0,0,normal
2026-01-06T07:00:00,Кондиционер,Климат,3.5,1.8648570178952275,7,5,0,0,normal
2026-01-06T08:00:00,Кондиционер,Климат,3.5,2.2252044669241022,8,5,0,0,normal
2026-01-06T09:00:00,Кондиционер,Климат,3.5,1.9347390702410925,9,5,0,0,normal
2026-01-06T10:00:00,Кондиционер,Климат,3.5,1.8496619421216824,10,5,0,0,normal
2026-01-06T11:00:00,Кондиционер,Климат,3.5,1.829604550773616,11,5,0,0,normal
2026-01-06T12:00:00,Кондиционер,Климат,3.5,2.8950185174192082,12,5,0,0,normal
2026-01-06T13:00:00,Кондиционер,Климат,3.5,3.328659170071784,13,5,0,0,normal
2026-01-06T14:00:00,Кондиционер,Климат,3.5,3.4544956851725592,14,5,0,0,normal
2026-01-06T15:00:00,Кондиционер,Климат,3.5,3.7757223684870684,15,5,0,0,normal
2026-01-06T16:00:00,Кондиционер,Климат,3.5,4.061032327939534,16,5,0,0,normal
2026-01-06T17:00:00,Кондиционер,Климат,3.5,3.7544892750317307,17,5,0,0,normal
2026-01-06T18:00:00,Кондиционер,Климат,3.5,3.3927313527026177,18,5,0,0,normal
2026-01-06T19:00:00,Кондиционер,Климат,3.5,2.993472808094244,19,5,0,0,normal
2026-01-06T20:00:00,Кондиционер,Климат,3.5,2.018722118030809,20,5,0,0,normal
2026-01-06T21:00:00,Кондиционер,Климат,3.5,1.3101015486090717,21,5,0,0,normal
2026-01-06T22:00:00,Кондиционер,Климат,3.5,0.8438238827338462,22,5,0,0,normal
2026-01-06T23:00:00,Кондиционер,Климат,3.5,1.1617323798749628,23,5,0,0,normal
2026-01-07T00:00:00,Кондиционер,Климат,3.5,0.7366836424780199,0,6,0,0,normal
2026-01-07T01:00:00,Кондиционер,Климат,3.5,0.8382158276922824,1,6,0,0,normal
2026-01-07T02:00:00,Кондиционер,Климат,3.5,0.7976286208474436,2,6,0,0,normal
2026-01-07T03:00:00,Кондиционер,Климат,3.5,0.8869409369988001,3,6,0,0,normal
2026-01-07T04:00:00,Кондиционер,Климат,3.5,1.379906144481184,4,6,0,0,normal
2026-01-07T05:00:00,Кондиционер,Климат,3.5,1.4000800705879242,5,6,0,0,normal
2026-01-07T06:00:00,Кондиционер,Климат,3.5,1.7560114761050842,6,6,0,0,normal
2026-01-07T07:00:00,Кондиционер,Климат,3.5,1.9952824065228145,7,6,0,0,normal
2026-01-07T08:00:00,Кондиционер,Климат,3.5,2.073737973203427,8,6,0,0,normal
2026-01-07T09:00:00,Кондиционер,Климат,3.5,2.1284020643994985,9,6,0,1,point_outlier
2026-01-07T10:00:00,Кондиционер,Климат,3.5,2.0074496079012345,10,6,0,0,normal
2026-01-07T11:00:00,Кондиционер,Климат,3.5,2.6119802928735694,11,6,0,0,normal
2026-01-07T12:00:00,Кондиционер,Климат,3.5,2.9183180353350036,12,6,0,0,normal
2026-01-07T13:00:00,Кондиционер,Климат,3.5,3.7655324778112824,13,6,0,0,normal
2026-01-07T14:00:00,Кондиционер,Климат,3.5,3.8797690625931724,14,6,0,0,normal
2026-01-07T15:00:00,Кондиционер,Климат,3.5,3.9587862698686465,15,6,0,0,normal
2026-01-07T16:00:00,Кондиционер,Климат,3.5,4.004606938289761,16,6,0,0,normal
2026-01-07T17:00:00,Кондиционер,Климат,3.5,3.5970514021939994,17,6,0,0,normal
2026-01-07T18:00:00,Кондиционер,Климат,3.5,3.593612846105164,18,6,0,0,normal
2026-01-07T19:00:00,Кондиционер,Климат,3.5,2.2708983313680626,19,6,0,0,normal
2026-01-07T20:00:00,Кондиционер,Климат,3.5,2.213327154924394,20,6,0,0,normal
2026-01-07T21:00:00,Кондиционер,Климат,3.5,1.3856163354847848,21,6,0,0,normal
2026-01-07T22:00:00,Кондиционер,Климат,3.5,1.5632947163653752,22,6,0,0,normal
2026-01-07T23:00:00,Кондиционер,Климат,3.5,1.210800987352676,23,6,0,0,normal
2026-01-08T00:00:00,Кондиционер,Климат,3.5,0.7450627784566075,0,0,0,0,normal
2026-01-08T01:00:00,Кондиционер,Климат,3.5,0.7560695973934799,1,0,0,0,normal
2026-01-08T02:00:00,Кондиционер,Климат,3.5,0.6481739055321387,2,0,0,0,normal
2026-01-08T03:00:00,Кондиционер,Климат,3.5,0.8948789583329926,3,0,0,0,normal
2026-01-08T04:00:00,Кондиционер,Климат,3.5,0.8560822054946624,4,0,0,0,normal
2026-01-08T05:00:00,Кондиционер,Климат,3.5,0.8813898916898841,5,0,0,0,normal
2026-01-08T06:00:00,Кондиционер,Климат,3.5,1.2242048667892185,6,0,0,0,normal
2026-01-08T07:00:00,Кондиционер,Климат,3.5,1.9078793186692962,7,0,0,0,normal
2026-01-08T08:00:00,Кондиционер,Климат,3.5,2.4132521936299156,8,0,0,0,normal
2026-01-08T09:00:00,Кондиционер,Климат,3.5,1.911826379894618,9,0,0,0,normal
2026-01-08T10:00:00,Кондиционер,Климат,3.5,1.6870857953203824,10,0,0,0,normal
2026-01-08T11:00:00,Кондиционер,Климат,3.5,1.9353077213388872,11,0,0,0,normal
2026-01-08T12:00:00,Кондиционер,Климат,3.5,2.722300985291971,12,0,0,0,normal
2026-01-08T13:00:00,Кондиционер,Климат,3.5,3.022979305580421,13,0,0,0,normal
2026-01-08T14:00:00,Кондиционер,Климат,3.5,3.25780889059049,14,0,0,0,normal
2026-01-08T15:00:00,Кондиционер,Климат,3.5,3.7604912883547743,15,0,0,0,normal
2026-01-08T16:00:00,Кондиционер,Климат,3.5,3.616619543777529,16,0,0,0,normal
2026-01-08T17:00:00,Кондиционер,Климат,3.5,3.4937061677395027,17,0,0,0,normal
2026-01-08T18:00:00,Кондиционер,Климат,3.5,2.6418762753392584,18,0,0,0,normal
2026-01-08T19:00:00,Кондиционер,Климат,3.5,1.8008882347387092,19,0,0,0,normal
2026-01-08T20:00:00,Кондиционер,Климат,3.5,1.4039258437769702,20,0,0,0,normal
2026-01-08T21:00:00,Кондиционер,Климат,3.5,1.7001794912473696,21,0,0,0,normal
2026-01-08T22:00:00,Кондиционер,Климат,3.5,1.5433833230747032,22,0,0,0,normal
2026-01-08T23:00:00,Кондиционер,Климат,3.5,0.9422256832008014,23,0,0,0,normal
2026-01-09T00:00:00,Кондиционер,Климат,3.5,0.6957163163072007,0,1,0,0,normal
2026-01-09T01:00:00,Кондиционер,Климат,3.5,1.1084567113505572,1,1,0,0,normal
2026-01-09T02:00:00,Кондиционер,Климат,3.5,0.5344016343791601,2,1,0,0,normal
2026-01-09T03:00:00,Кондиционер,Климат,3.5,0.5878360545702663,3,1,0,0,normal
2026-01-09T04:00:00,Кондиционер,Климат,3.5,1.10202013045,4,1,0,0,normal
2026-01-09T05:00:00,Кондиционер,Климат,3.5,1.0804330188291085,5,1,0,0,normal
2026-01-09T06:00:00,Кондиционер,Климат,3.5,1.5189419314448385,6,1,0,0,normal
2026-01-09T07:00:00,Кондиционер,Климат,3.5,1.8442936345539866,7,1,0,0,normal
2026-01-09T08:00:00,Кондиционер,Климат,3.5,2.1523472202416287,8,1,0,0,normal
2026-01-09T09:00:00,Кондиционер,Климат,3.5,2.169359031877913,9,1,0,0,normal
2026-01-09T10:00:00,Кондиционер,Климат,3.5,1.6988386962732793,10,1,0,0,normal
2026-01-09T11:00:00,Кондиционер,Климат,3.5,2.0330971326366427,11,1,0,0,normal
2026-01-09T12:00:00,Кондиционер,Климат,3.5,1.9829613802233668,12,1,0,0,normal
2026-01-09T13:00:00,Кондиционер,Климат,3.5,2.974404509879895,13,1,0,0,normal
2026-01-09T14:00:00,Кондиционер,Климат,3.5,3.149890158932822,14,1,0,0,normal
2026-01-09T15:00:00,Кондиционер,Климат,3.5,3.2644625236708724,15,1,0,0,normal
2026-01-09T16:00:00,Кондиционер,Климат,3.5,3.360887439803858,16,1,0,0,normal
2026-01-09T17:00:00,Кондиционер,Климат,3.5,3.10205588477221,17,1,0,0,normal
2026-01-09T18:00:00,Кондиционер,Климат,3.5,2.8206669988130626,18,1,0,0,normal
2026-01-09T19:00:00,Кондиционер,Климат,3.5,1.7717674715798506,19,1,0,0,normal
2026-01-09T20:00:00,Кондиционер,Климат,3.5,1.7043031524098693,20,1,0,0,normal
2026-01-09T21:00:00,Кондиционер,Климат,3.5,1.2065173450590791,21,1,0,0,normal
2026-01-09T22:00:00,Кондиционер,Климат,3.5,1.082753387481901,22,1,0,0,normal
2026-01-09T23:00:00,Кондиционер,Климат,3.5,1.1983530872280315,23,1,0,0,normal
2026-01-10T00:00:00,Кондиционер,Климат,3.5,0.8875523058847641,0,2,0,0,normal
2026-01-10T01:00:00,Кондиционер,Климат,3.5,1.0730543073158048,1,2,0,0,normal
2026-01-10T02:00:00,Кондиционер,Климат,3.5,0.7396874479435996,2,2,0,0,normal
2026-01-10T03:00:00,Кондиционер,Климат,3.5,0.6226205211519379,3,2,0,0,normal
2026-01-10T04:00:00,Кондиционер,Климат,3.5,0.9206202402352285,4,2,0,0,normal
2026-01-10T05:00:00,Кондиционер,Климат,3.5,1.1843228182822332,5,2,0,0,normal
2026-01-10T06:00:00,Кондиционер,Климат,3.5,1.5650166003560353,6,2,0,0,normal
2026-01-10T07:00:00,Кондиционер,Климат,3.5,1.6558989126312904,7,2,0,0,normal
2026-01-10T08:00:00,Кондиционер,Климат,3.5,2.087553668179531,8,2,0,0,normal
2026-01-10T09:00:00,Кондиционер,Климат,3.5,1.9111993977166044,9,2,0,0,normal
2026-01-10T10:00:00,Кондиционер,Климат,3.5,2.2474310142292975,10,2,0,0,normal
2026-01-10T11:00:00,Кондиционер,Климат,3.5,2.31338889652025,11,2,0,0,normal
2026-01-10T12:00:00,Кондиционер,Климат,3.5,2.220826578668388,12,2,0,0,normal
2026-01-10T13:00:00,Кондиционер,Климат,3.5,2.921579227086997,13,2,0,0,normal
2026-01-10T14:00:00,Кондиционер,Климат,3.5,3.0210793969674037,14,2,0,0,normal
2026-01-10T15:00:00,Кондиционер,Климат,3.5,3.4178162290650227,15,2,0,0,normal
2026-01-10T16:00:00,Кондиционер,Климат,3.5,3.6021197530100966,16,2,0,0,normal
2026-01-10T17:00:00,Кондиционер,Климат,3.5,3.4426386562416122,17,2,0,0,normal
2026-01-10T18:00:00,Кондиционер,Климат,3.5,2.467634672645886,18,2,0,0,normal
2026-01-10T19:00:00,Кондиционер,Климат,3.5,1.946897604361655,19,2,0,0,normal
2026-01-10T20:00:00,Кондиционер,Климат,3.5,1.2295137762491681,20,2,0,0,normal
2026-01-10T21:00:00,Кондиционер,Климат,3.5,1.3057024129599715,21,2,0,0,normal
2026-01-10T22:00:00,Кондиционер,Климат,3.5,0.9044099657563079,22,2,0,0,normal
2026-01-10T23:00:00,Кондиционер,Климат,3.5,0.8663478328321097,23,2,0,0,normal
2026-01-11T00:00:00,Кондиционер,Климат,3.5,0.5857490479214009,0,3,0,0,normal
2026-01-11T01:00:00,Кондиционер,Климат,3.5,0.760320646982661,1,3,0,0,normal
2026-01-11T02:00:00,Кондиционер,Климат,3.5,0.39943933528018527,2,3,0,0,normal
2026-01-11T03:00:00,Кондиционер,Климат,3.5,0.4473481704910236,3,3,0,0,normal
2026-01-11T04:00:00,Кондиционер,Климат,3.5,1.4423799570893854,4,3,0,0,normal
2026-01-11T05:00:00,Кондиционер,Климат,3.5,0.8808466249443281,5,3,0,0,normal
2026-01-11T06:00:00,Кондиционер,Климат,3.5,1.2831509012280196,6,3,0,0,normal
2026-01-11T07:00:00,Кондиционер,Климат,3.5,2.2774053672378503,7,3,0,0,normal
2026-01-11T08:00:00,Кондиционер,Климат,3.5,2.7119825094177994,8,3,0,0,normal
2026-01-11T09:00:00,Кондиционер,Климат,3.5,1.638891646798874,9,3,0,0,normal
2026-01-11T10:00:00,Кондиционер,Климат,3.5,1.6048272269863324,10,3,0,0,normal
2026-01-11T11:00:00,Кондиционер,Климат,3.5,1.9534738797734947,11,3,0,0,normal
2026-01-11T12:00:00,Кондиционер,Климат,3.5,2.830911900034204,12,3,0,0,normal
2026-01-11T13:00:00,Кондиционер,Климат,3.5,2.7771053162086545,13,3,0,0,normal
2026-01-11T14:00:00,Кондиционер,Климат,3.5,3.3095794395108387,14,3,0,0,normal
2026-01-11T15:00:00,Кондиционер,Климат,3.5,3.7340220328717137,15,3,0,0,normal
2026-01-11T16:00:00,Кондиционер,Климат,3.5,3.643979712915783,16,3,0,0,normal
2026-01-11T17:00:00,Кондиционер,Климат,3.5,3.099808704675096,17,3,0,0,normal
2026-01-11T18:00:00,Кондиционер,Климат,3.5,2.623662496107619,18,3,0,0,normal
2026-01-11T19:00:00,Кондиционер,Климат,3.5,1.768175593013705,19,3,0,0,normal
2026-01-11T20:00:00,Кондиционер,Климат,3.5,1.6452286738277997,20,3,0,0,normal
2026-01-11T21:00:00,Кондиционер,Климат,3.5,1.2844240380988772,21,3,0,0,normal
2026-01-11T22:00:00,Кондиционер,Климат,3.5,1.210744162066028,22,3,0,0,normal
2026-01-11T23:00:00,Кондиционер,Климат,3.5,0.843238820637464,23,3,0,0,normal
2026-01-12T00:00:00,Кондиционер,Климат,3.5,0.8806105706294326,0,4,0,0,normal
2026-01-12T01:00:00,Кондиционер,Климат,3.5,1.0350383507849101,1,4,0,0,normal
2026-01-12T02:00:00,Кондиционер,Климат,3.5,0.8251946546013067,2,4,0,0,normal
2026-01-12T03:00:00,Кондиционер,Климат,3.5,0.8573680568254028,3,4,0,0,normal
2026-01-12T04:00:00,Кондиционер,Климат,3.5,0.9925855681206511,4,4,0,0,normal
2026-01-12T05:00:00,Кондиционер,Климат,3.5,1.1538720605660042,5,4,0,0,normal
2026-01-12T06:00:00,Кондиционер,Климат,3.5,1.3607411297544245,6,4,0,0,normal
2026-01-12T07:00:00,Кондиционер,Климат,3.5,1.9656883701441348,7,4,0,0,normal
2026-01-12T08:00:00,Кондиционер,Климат,3.5,2.038725208512248,8,4,0,0,normal
2026-01-12T09:00:00,Кондиционер,Климат,3.5,2.355226113417412,9,4,0,0,normal
2026-01-12T10:00:00,Кондиционер,Климат,3.5,2.0732305487596863,10,4,0,0,normal
2026-01-12T11:00:00,Кондиционер,Климат,3.5,1.9799299736051112,11,4,0,0,normal
2026-01-12T12:00:00,Кондиционер,Климат,3.5,2.2689741059896162,12,4,0,0,normal
2026-01-12T13:00:00,Кондиционер,Климат,3.5,2.7417723250312496,13,4,0,0,normal
2026-01-12T14:00:00,Кондиционер,Климат,3.5,3.618139658424568,14,4,0,0,normal
2026-01-12T15:00:00,Кондиционер,Климат,3.5,3.598771036604894,15,4,0,0,normal
2026-01-12T16:00:00,Кондиционер,Климат,3.5,3.645345507103601,16,4,0,0,normal
2026-01-12T17:00:00,Кондиционер,Климат,3.5,2.800903932336486,17,4,0,0,normal
2026-01-12T18:00:00,Кондиционер,Климат,3.5,2.810961032033367,18,4,0,0,normal
2026-01-12T19:00:00,Кондиционер,Климат,3.5,2.1826914151569343,19,4,0,0,normal
2026-01-12T20:00:00,Кондиционер,Климат,3.5,1.45717452750587,20,4,0,0,normal
2026-01-12T21:00:00,Кондиционер,Климат,3.5,1.238504297074773,21,4,0,0,normal
2026-01-12T22:00:00,Кондиционер,Климат,3.5,1.2010603485385096,22,4,0,0,normal
2026-01-12T23:00:00,Кондиционер,Климат,3.5,0.9965302923643319,23,4,0,0,normal
2026-01-13T00:00:00,Кондиционер,Климат,3.5,0.8461780350144653,0,5,0,0,normal
2026-01-13T01:00:00,Кондиционер,Климат,3.5,0.8847420404445954,1,5,0,0,normal
2026-01-13T02:00:00,Кондиционер,Климат,3.5,0.8260108233248309,2,5,0,0,normal
